file;nodes;edges;lambda;source;target;k_desired;k_effective;success_rate;avg_bounces;avg_failed;avg_hops
Switch.graphml;74;92;1;4;40;1;1;0.8500;0.1500;11.0500;1.0000
Switch.graphml;74;92;1;4;40;2;1;0.9500;0.0500;9.6500;1.0000
Switch.graphml;74;92;1;4;40;3;1;0.9000;0.1000;10.8000;1.0000
Switch.graphml;74;92;1;4;40;4;1;0.9000;0.1000;10.3500;1.0000
Switch.graphml;74;92;1;4;40;5;1;0.9000;0.1000;9.4000;1.0000
SwitchL3.graphml;42;63;1;10;34;1;1;0.9000;0.1000;6.5500;1.0000
SwitchL3.graphml;42;63;1;10;34;2;1;0.9000;0.1000;7.1500;1.0000
SwitchL3.graphml;42;63;1;10;34;3;1;0.8000;0.2000;7.0000;1.0000
SwitchL3.graphml;42;63;1;10;34;4;1;1.0000;0.0000;5.4000;1.0000
SwitchL3.graphml;42;63;1;10;34;5;1;0.5500;0.4500;6.4000;1.0000
Syringa.graphml;74;74;1;6;7;1;1;0.3500;0.6500;7.7000;12.0000
Syringa.graphml;74;74;1;6;7;2;1;0.1000;0.9000;8.1000;12.0000
Syringa.graphml;74;74;1;6;7;3;1;0.1000;0.9000;8.4000;12.0000
Syringa.graphml;74;74;1;6;7;4;1;0.1000;0.9000;7.3500;12.0000
Syringa.graphml;74;74;1;6;7;5;1;0.2500;0.7500;7.1000;12.0000
Telcove.graphml;71;70;1;0;49;1;1;0.7000;0.3000;7.4000;3.0000
Telcove.graphml;71;70;1;0;49;2;1;0.2500;0.7500;7.2500;3.0000
Telcove.graphml;71;70;1;0;49;3;1;0.5000;0.5000;6.9500;3.0000
Telcove.graphml;71;70;1;0;49;4;1;0.7000;0.3000;8.0000;3.0000
Telcove.graphml;71;70;1;0;49;5;1;0.7500;0.2500;7.9500;3.0000
Telecomserbia.graphml;6;6;2;0;0;1;1;1.0000;0.0000;0.6500;0.0000
Telecomserbia.graphml;6;6;2;0;0;2;2;1.0000;0.0000;0.1000;0.0000
Telecomserbia.graphml;6;6;2;0;0;3;2;1.0000;0.0000;0.4000;0.0000
Telecomserbia.graphml;6;6;2;0;0;4;2;1.0000;0.0000;1.0500;0.0000
Telecomserbia.graphml;6;6;2;0;0;5;2;1.0000;0.0000;0.5500;0.0000
Tinet.graphml;53;89;1;3;34;1;1;0.4500;0.5500;9.2500;7.0000
Tinet.graphml;53;89;1;3;34;2;1;0.4000;0.6000;8.5500;5.0000
Tinet.graphml;53;89;1;3;34;3;1;0.7000;0.3000;8.4000;7.0000
Tinet.graphml;53;89;1;3;34;4;1;0.5000;0.5000;9.2500;5.0000
Tinet.graphml;53;89;1;3;34;5;1;0.9000;0.1000;10.0000;5.0000
Twaren.graphml;20;20;1;0;19;1;1;0.6000;0.4000;1.6000;3.0000
Twaren.graphml;20;20;1;0;19;2;1;0.8000;0.2000;2.5000;3.0000
Twaren.graphml;20;20;1;0;19;3;1;0.9000;0.1000;2.0500;3.0000
Twaren.graphml;20;20;1;0;19;4;1;0.6500;0.3500;2.4500;3.0000
Twaren.graphml;20;20;1;0;19;5;1;0.8000;0.2000;2.1500;3.0000
Ulaknet.graphml;82;82;1;0;76;1;1;1.0000;0.0000;11.1500;2.0000
Ulaknet.graphml;82;82;1;0;76;2;1;1.0000;0.0000;8.3500;2.0000
Ulaknet.graphml;82;82;1;0;76;3;1;0.6500;0.3500;10.0500;3.0000
Ulaknet.graphml;82;82;1;0;76;4;1;0.7000;0.3000;9.5500;2.0000
Ulaknet.graphml;82;82;1;0;76;5;1;0.9500;0.0500;8.6500;2.0000
Uninett2010.graphml;74;101;1;4;66;1;1;0.3500;0.6500;12.0500;7.0000
Uninett2010.graphml;74;101;1;4;66;2;1;0.2000;0.8000;10.3000;14.0000
Uninett2010.graphml;74;101;1;4;66;3;1;0.6500;0.3500;8.7500;5.0000
Uninett2010.graphml;74;101;1;4;66;4;1;0.4000;0.6000;12.0000;10.0000
Uninett2010.graphml;74;101;1;4;66;5;1;0.0500;0.9500;11.0000;9.0000
Uran.graphml;24;24;1;2;19;1;1;0.6500;0.3500;2.8500;5.0000
Uran.graphml;24;24;1;2;19;2;1;0.3000;0.7000;2.3000;5.0000
Uran.graphml;24;24;1;2;19;3;1;0.8000;0.2000;2.1000;5.0000
Uran.graphml;24;24;1;2;19;4;1;0.7500;0.2500;2.0000;5.0000
Uran.graphml;24;24;1;2;19;5;1;0.6500;0.3500;2.8500;5.0000
UsCarrier.graphml;158;189;1;0;77;1;1;0.2000;0.8000;22.0500;16.0000
UsCarrier.graphml;158;189;1;0;77;2;1;0.6000;0.4000;18.5500;6.0000
UsCarrier.graphml;158;189;1;0;77;3;1;0.1000;0.9000;19.4000;12.0000
UsCarrier.graphml;158;189;1;0;77;4;1;0.7000;0.3000;22.0000;6.0000
UsCarrier.graphml;158;189;1;0;77;5;1;0.4000;0.6000;22.3000;14.0000
Uunet.graphml;49;84;1;1;9;1;1;0.5500;0.4500;10.5500;7.0000
Uunet.graphml;49;84;1;1;9;2;1;0.4500;0.5500;8.6000;8.0000
Uunet.graphml;49;84;1;1;9;3;1;0.4000;0.6000;9.9500;9.0000
Uunet.graphml;49;84;1;1;9;4;1;0.6500;0.3500;7.7500;6.0000
Uunet.graphml;49;84;1;1;9;5;1;0.6500;0.3500;10.4000;5.0000
Vinaren.graphml;25;26;1;0;24;1;1;0.5000;0.5000;2.5000;5.0000
Vinaren.graphml;25;26;1;0;24;2;1;0.6000;0.4000;3.0000;5.0000
Vinaren.graphml;25;26;1;0;24;3;1;0.5500;0.4500;3.5500;4.0000
Vinaren.graphml;25;26;1;0;24;4;1;0.3500;0.6500;2.7500;4.0000
Vinaren.graphml;25;26;1;0;24;5;1;0.7000;0.3000;2.8000;4.0000
VisionNet.graphml;24;23;1;2;4;1;1;0.1000;0.9000;2.7000;9.0000
VisionNet.graphml;24;23;1;2;4;2;1;0.1000;0.9000;3.1000;9.0000
VisionNet.graphml;24;23;1;2;4;3;1;0.6500;0.3500;2.6500;9.0000
VisionNet.graphml;24;23;1;2;4;4;1;0.4000;0.6000;2.4000;9.0000
VisionNet.graphml;24;23;1;2;4;5;1;0.4000;0.6000;3.0500;9.0000
VtlWavenet2008.graphml;88;92;2;0;42;1;1;0.1500;0.8500;10.6000;14.0000
VtlWavenet2008.graphml;88;92;2;0;42;2;2;0.2500;1.6000;10.8000;12.8000
VtlWavenet2008.graphml;88;92;2;0;42;3;2;0.2000;1.6000;10.2500;14.0000
VtlWavenet2008.graphml;88;92;2;0;42;4;2;0.0500;1.9000;11.4000;12.0000
VtlWavenet2008.graphml;88;92;2;0;42;5;2;0.4500;1.1000;10.6000;12.0000
VtlWavenet2011.graphml;92;96;1;19;46;1;1;0.0000;1.0000;10.9000;0.0000
VtlWavenet2011.graphml;92;96;1;19;46;2;1;0.0000;1.0000;10.3500;0.0000
VtlWavenet2011.graphml;92;96;1;19;46;3;1;0.0500;0.9500;11.8500;15.0000
VtlWavenet2011.graphml;92;96;1;19;46;4;1;0.5000;0.5000;9.6500;15.0000
VtlWavenet2011.graphml;92;96;1;19;46;5;1;0.3000;0.7000;9.4000;15.0000
WideJpn.graphml;30;33;1;3;0;1;1;0.5500;0.4500;4.2500;3.0000
WideJpn.graphml;30;33;1;3;0;2;1;0.3000;0.7000;4.8500;6.0000
WideJpn.graphml;30;33;1;3;0;3;1;0.8500;0.1500;3.7500;3.0000
WideJpn.graphml;30;33;1;3;0;4;1;0.2000;0.8000;3.4500;3.0000
WideJpn.graphml;30;33;1;3;0;5;1;0.7000;0.3000;3.8500;3.0000
Xeex.graphml;24;34;1;10;19;1;1;0.9000;0.1000;3.9000;2.0000
Xeex.graphml;24;34;1;10;19;2;1;0.7000;0.3000;3.8500;2.0000
Xeex.graphml;24;34;1;10;19;3;1;0.7000;0.3000;3.2000;2.0000
Xeex.graphml;24;34;1;10;19;4;1;0.8000;0.2000;3.1000;2.0000
Xeex.graphml;24;34;1;10;19;5;1;0.9000;0.1000;3.8500;2.0000
Xspedius.graphml;34;49;1;9;23;1;1;0.2500;0.7500;4.5000;14.0000
Xspedius.graphml;34;49;1;9;23;2;1;0.7000;0.3000;4.4500;6.0000
Xspedius.graphml;34;49;1;9;23;3;1;0.5000;0.5000;4.0500;8.0000
Xspedius.graphml;34;49;1;9;23;4;1;0.6000;0.4000;3.8500;6.0000
Xspedius.graphml;34;49;1;9;23;5;1;0.6500;0.3500;5.0000;8.0000
York.graphml;23;24;1;4;8;1;1;0.0000;1.0000;3.6500;0.0000
York.graphml;23;24;1;4;8;2;1;0.9500;0.0500;1.8500;3.0000
York.graphml;23;24;1;4;8;3;1;0.9500;0.0500;2.3500;3.0000
York.graphml;23;24;1;4;8;4;1;0.0500;0.9500;2.8500;18.0000
York.graphml;23;24;1;4;8;5;1;0.7000;0.3000;3.2500;3.0000
Zamren.graphml;35;34;1;0;28;1;1;0.3500;0.6500;4.0000;6.0000
Zamren.graphml;35;34;1;0;28;2;1;0.5000;0.5000;3.4500;6.0000
Zamren.graphml;35;34;1;0;28;3;1;0.4000;0.6000;4.4000;6.0000
Zamren.graphml;35;34;1;0;28;4;1;0.6500;0.3500;2.8000;6.0000
Zamren.graphml;35;34;1;0;28;5;1;0.5500;0.4500;3.7000;6.0000
